Name,Customer_ID,Address,City,State,ZIP,Avg_Sale_Amount,Store_Number,Responded_to_Last_Catalog,Avg_Num_Products_Purchased,#_Years_as_Customer,Customer_Segment_Loyalty_Club_Only,Customer_Segment_Loyalty_Club_and_Credit_Card,Customer_Segment_Store_Mailing_List
Nannette Wislinsky,1282,3071 W 37th Ave,Denver,CO,80211,1546.27,103,No,9,6,0,1,0
Re Sumner,1287,2532 Newcombe St,Lakewood,CO,80215,100.37,107,No,1,6,0,1,0
Rita Garrett,1303,14191 E Jewell Ave,Aurora,CO,80012,1002.31,104,No,5,1,0,1,0
Emma Webber,1311,6770 W 29th Ave,Wheat Ridge,CO,80214,198.67,107,No,1,8,0,1,0
Kerri Martin,1314,6401 S Boston St,Greenwood Village,CO,80111,1462.32,101,No,17,6,0,1,0
Kathy Holle,1402,4420 S Cody Way,Littleton,CO,80123,1397.47,101,No,16,8,0,1,0
Shira Zimmerman,1413,8227 S Dover St,Littleton,CO,80128,1367.48,101,No,17,2,0,1,0
Tana Organ,1446,2246 S Eagle Ct,Aurora,CO,80014,264.66,105,No,2,7,0,1,0
Diana Vazquez,1488,5104 S Biscay Ct,Centennial,CO,80015,1485.48,104,No,6,2,0,1,0
Rebecca Holmes,1494,2000 W 92nd Ave,Denver,CO,80260,985.91,109,No,8,4,0,1,0
Victoria Mason,1503,6461 S Jamaica Cir,Englewood,CO,80111,1153.53,105,No,5,2,0,1,0
Diane Knuppel,1526,9520 Carr St,Broomfield,CO,80021,999.74,109,No,7,7,0,1,0
Galina Smoylovskaya,1528,4934 E 2nd Ave,Denver,CO,80220,642.65,100,No,4,6,0,1,0
Jaclyn Lund,1550,3939 W 99th Pl,Westminster,CO,80031,1015.26,103,No,4,5,0,1,0
Laurie Ross,1569,3003 S Saulsbury St,Denver,CO,80227,1202.39,101,No,3,4,0,1,0
Linda Brown,1592,10330 W 74th Pl,Arvada,CO,80005,698.06,108,No,5,6,0,1,0
Annamarie Junio-Connor,1595,6808 S Norfolk Ct,Aurora,CO,80016,1068.01,105,No,6,7,0,1,0
Kamarie Lindahl,1603,7971 Chase Cir,Arvada,CO,80003,667.04,107,No,5,6,0,1,0
Jennifer Bartol,1606,8737 E Dry Creek Rd,Englewood,CO,80112,932.91,105,No,7,5,0,1,0
Andrea Jordan,1680,733 S Logan St,Denver,CO,80209,985.51,108,No,8,5,0,1,0
Ingrid Edge,1682,4768 S Norfolk St,Aurora,CO,80015,1532.08,104,No,10,7,0,1,0
Michelle Haynes,1705,10053 Heywood St,Highlands Ranch,CO,80130,215.16,104,No,3,6,0,1,0
Heidi Boersma,1712,1200 Bellaire St,Broomfield,CO,80020,523.92,109,No,8,7,0,1,0
Jamie Johnson,1721,4950 S Sedalia Way,Aurora,CO,80015,959.41,105,No,5,6,0,1,0
Michelle Saenz,1723,3783 S Ventura Way,Aurora,CO,80013,1630.62,104,No,18,6,0,1,0
Denyse Albertus,1727,7736 Quay St,Arvada,CO,80003,1406.65,103,No,8,1,0,1,0
Amber Arrick,1731,4633 W Oberlin Pl,Denver,CO,80236,320.91,101,No,1,3,0,1,0
Shawn Barnes,1733,12010 W 52nd Pl,Arvada,CO,80002,1766.63,108,No,8,3,0,1,0
Patricia Chaves,1744,21266 E Nassau Ave,Aurora,CO,80013,383.6,105,No,4,5,0,1,0
Tracy Lufkin,1745,32 Lansing St,Aurora,CO,80010,1905.3,105,No,16,8,0,1,0
Suzanne Matthews,1778,2570 Depew St,Edgewater,CO,80214,932.92,106,No,11,4,0,1,0
Joanna Conner,1781,1950 Clinton St,Aurora,CO,80010,1053.79,105,No,5,7,0,1,0
Ida Appelhans,1796,22573 E Frost Pl,Aurora,CO,80016,966.57,102,No,15,8,0,1,0
Melissa Madden,1802,3986 S Jasper Ct,Aurora,CO,80013,999.13,105,No,5,4,0,1,0
Anne Freeman,1822,5843 Pierce St,Arvada,CO,80003,1089.25,103,No,6,3,0,1,0
Laura Zervas,1833,1110 S Garland Way,Lakewood,CO,80232,182.54,106,No,3,7,0,1,0
Wendy Roberts,1836,8420 W 1st Pl,Lakewood,CO,80226,1157.08,106,No,7,6,0,1,0
Pamela Andrews,1847,3807 S Andes Way,Aurora,CO,80013,935.7,102,No,6,6,0,1,0
Sue Blalock,1850,2978 Quitman St,Denver,CO,80212,1011.59,106,No,8,2,0,1,0
Katy Shoemaker,1908,5123 Chase St,Denver,CO,80212,304.81,107,No,3,6,0,1,0
Rosemary Grubin,1959,161 S Ames St,Lakewood,CO,80226,2005.4,107,No,17,3,0,1,0
Diane Morgan,1999,6761 E 61st Ave,Commerce City,CO,80022,2580.53,100,No,19,1,0,1,0
Beverly Nicol,2025,790 S Grant St,Denver,CO,80209,565.45,105,No,7,4,0,1,0
Lena Murray,2046,978 S Jasmine St,Denver,CO,80224,1063.33,105,No,7,5,0,1,0
Janice Napper,2053,11334 Chase Way,Westminster,CO,80020,956.93,103,No,6,5,0,1,0
Megan Balfe,2062,285 Olive St,Denver,CO,80220,1472.38,100,No,8,3,0,1,0
Patti Mcdaniel,2094,13261 E Asbury Dr,Aurora,CO,80014,1058.91,105,No,5,6,0,1,0
Ratosha Ireland,2107,1949 S Jamaica Ct,Aurora,CO,80014,2682.59,105,No,22,2,0,1,0
Kristine Nelson,2122,4430 Federal Blvd,Denver,CO,80211,939.63,106,No,7,6,0,1,0
C Garbo,2131,4521 Winona Ct,Denver,CO,80212,1042.85,107,No,6,1,0,1,0
Kathleen Bohmeyer,2188,774 Altair Dr,Littleton,CO,80124,862.89,102,No,4,8,0,1,0
Kimberley Dames,2189,8965 E Florida Ave,Denver,CO,80247,1429.07,104,No,5,7,0,1,0
Clelia Lombardi,2190,3277 S Olathe Way,Aurora,CO,80013,1230.39,104,No,11,8,0,1,0
Shannon Mccauley,2266,1370 S Grape St,Denver,CO,80222,1105.41,100,No,7,4,0,1,0
Gloria Smith,2285,7505 Chase St,Arvada,CO,80003,166.61,108,No,2,7,0,1,0
Christine Carson,2303,2305 W 92nd Ave,Denver,CO,80260,950.35,103,No,6,1,0,1,0
Nata Harris,2309,7900 E Iowa Ave,Denver,CO,80231,1375.45,100,No,5,5,0,1,0
Lynda Whipple,2345,7476 E Arkansas Ave,Denver,CO,80231,173.77,100,No,2,5,0,1,0
Lisa Padilla,2382,225 N Sable Blvd,Aurora,CO,80011,1264.94,100,No,10,7,0,1,0
Jessica Behm,2403,5745 W Atlantic Pl,Lakewood,CO,80227,1898.56,101,No,12,5,0,1,0
Kristina Raber,2405,9781 W 104th Dr,Broomfield,CO,80021,350.41,109,No,1,2,0,1,0
Nettie Garcia,2427,4500 S Monaco St,Denver,CO,80237,967.07,105,No,6,6,0,1,0
Audrey Brandon,2431,10322 W Florida Ave,Lakewood,CO,80232,1055.11,106,No,7,4,0,1,0
Rita Veraldo,2447,7600 W 87th Dr,Arvada,CO,80005,427.53,103,No,4,7,0,1,0
Shanna Duran,2453,8805 W 63rd Ave,Arvada,CO,80004,1510.89,107,No,5,6,0,1,0
Charlene Gonzales,2460,3637 Pecos St,Denver,CO,80211,942.95,107,No,6,8,0,1,0
Joyce Griffin,2480,3246 S Danube St,Aurora,CO,80013,939.14,104,No,5,2,0,1,0
Susan Foster,2491,495 S Dayton St,Denver,CO,80247,2762.08,100,No,22,5,0,1,0
Jennifer Davis,2505,2663 S Moore Dr,Lakewood,CO,80227,155.88,101,No,2,7,0,1,0
Katrina Marshall,2526,1064 S Joplin Way,Aurora,CO,80017,230.38,104,No,2,5,0,1,0
Joyce Craig,2554,962 S Quitman St,Denver,CO,80219,765.32,101,No,5,7,0,1,0
Theresa Saiz,2564,8225 Fairmount Dr,Denver,CO,80247,1004.8,105,No,4,8,0,1,0
Sara Baros,2565,1156 Ash St,Denver,CO,80220,1511.07,101,No,7,3,0,1,0
Catherine Speer,2570,6284 S Grape Ct,Centennial,CO,80121,953.16,100,No,5,6,0,1,0
Debra Jones,2571,1595 S Krameria St,Denver,CO,80224,1827.04,100,No,13,6,0,1,0
Annie Boukhalta,2572,9218 Holland Ct,Broomfield,CO,80021,1025.9,109,No,4,4,0,1,0
Sally Gibson,2600,11145 W 17th Ave,Lakewood,CO,80215,403.95,106,No,1,7,0,1,0
Gretchen Prichard,2657,1230 S Troy St,Aurora,CO,80012,942.3,105,No,7,2,0,1,0
Danielle Sather,2670,7838 Florado St,Denver,CO,80221,2078.8,103,No,10,8,0,1,0
Lynzey Jones,2741,17296 E Eldorado Cir,Aurora,CO,80013,1005.54,104,No,7,8,0,1,0
Ruth Relihan,2743,5615 Estes St,Arvada,CO,80002,994.68,107,No,6,8,0,1,0
Suzanne Halgren,2747,8157 Upham Ct,Arvada,CO,80003,1271.34,103,No,9,6,0,1,0
Cecelia Litherland,2752,2101 S Josephine St,Denver,CO,80210,952.66,106,No,6,4,0,1,0
Elizabeth Kehrman,2756,13445 Fitzsimons Way,Aurora,CO,80011,1268.74,105,No,9,3,0,1,0
Stacey Vanherpen,2779,10360 E Jewell Ave,Denver,CO,80247,1005.47,101,No,6,3,0,1,0
Lesa Peyton,2797,7041 S Bryant St,Littleton,CO,80120,1049.69,101,No,7,4,0,1,0
Helen Mccollum,2842,9349 Sori Ln,Highlands Ranch,CO,80126,1045.07,101,No,3,3,0,1,0
Dorene Zeller,2858,10595 W 36th Pl,Wheat Ridge,CO,80033,1073.63,106,No,5,4,0,1,0
Maureen Bisio,2859,6065 Lamar St,Arvada,CO,80003,993.55,100,No,7,1,0,1,0
Jennifer Brooks,2861,6231 Wolff St,Arvada,CO,80003,1119.62,109,No,8,5,0,1,0
Christina Noel,2867,1736 Lafayette St,Denver,CO,80218,1772.55,100,No,10,6,0,1,0
Ellyn Ciari,2882,4990 Hooker St,Denver,CO,80221,1695.41,107,No,21,8,0,1,0
Eve Tucker,2893,101 Kenton St,Aurora,CO,80010,962.71,105,No,6,3,0,1,0
Samantha Graves,2896,830 Niagara St,Denver,CO,80220,1272.83,100,No,7,4,0,1,0
Diana Pederson,2905,6881 E 77th Pl,Commerce City,CO,80022,137.08,107,Yes,1,1,0,1,0
Rene Walker,2915,1284 W 46th Ave,Denver,CO,80211,1424.41,100,No,6,3,0,1,0
Amanda Slavik,2992,4631 S Pagosa Cir,Aurora,CO,80015,296.13,104,No,3,8,0,1,0
Shleby Scott,3004,218 Hazel Ct,Denver,CO,80219,1217.33,107,No,11,5,0,1,0
Fern Duke,3006,18353 E Crestline Cir,Centennial,CO,80015,586.77,104,No,6,8,0,1,0
Lacy Gross,3011,124 Emerald St,Broomfield,CO,80020,1816.89,109,No,12,3,0,1,0
Patty Blosser,3048,5170 E Asbury Ave,Denver,CO,80222,930.9,100,No,5,8,0,1,0
Jeanette Woykyns,3056,18203 E Lehigh Pl,Aurora,CO,80013,190.68,104,No,1,1,0,1,0
Kelly Thorstad,3074,4205 E 119th Pl,Thornton,CO,80233,1674.86,103,No,5,4,0,1,0
Ramona Twiss,3075,15070 E Florida Ave,Aurora,CO,80012,2187.28,105,No,16,2,0,1,0
Lisa Whittle,3079,1225 S Wolff St,Denver,CO,80219,2187.81,100,No,20,6,0,1,0
Tiffany Howell,3119,8470 Sheridan Blvd,Arvada,CO,80003,1089.16,103,No,5,5,0,1,0
Chantel Lucero,3121,2843 S Grant St,Englewood,CO,80113,927.82,100,No,6,8,0,1,0
Maria Garcia-Anaya,3206,1309 S Jay St,Lakewood,CO,80232,1088.92,106,No,8,6,0,1,0
Jean Sandoval,3251,2942 S Meade St,Denver,CO,80236,1490.54,107,No,14,3,0,1,0
Maria Esparza,3261,3032 W 29th Ave,Denver,CO,80211,943.46,107,No,5,2,0,1,0
Larissa Uchoa,3275,2877 S Jay St,Denver,CO,80227,984.0,101,No,8,6,0,1,0
Lauri Day,3289,22438 E Polk Dr,Aurora,CO,80016,1074.28,104,No,12,7,0,1,0
Constanti Vlassis,5,5360 Zuni St,Denver,CO,80221,375.06,100,No,2,8,1,0,0
Amy Lockemer,6,1599 Williams St,Denver,CO,80218,366.17,106,No,4,3,1,0,0
Zarefa Hammad,14,2343 S Vaughn Way,Aurora,CO,80014,512.52,105,No,5,3,1,0,0
Nele Mendiola,20,2879 S Memphis St,Aurora,CO,80013,370.92,100,No,3,3,1,0,0
Shavell Brown,25,1370 S Idalia St,Aurora,CO,80017,345.84,105,No,4,3,1,0,0
Cassandra Patton,29,1937 S Peoria St,Aurora,CO,80014,297.3,105,No,2,3,1,0,0
Vione Johanson,33,1370 Park Pl,Broomfield,CO,80020,519.53,109,No,5,7,1,0,0
Jasmin Selimovic,37,4464 W Gill Pl,Denver,CO,80219,173.18,106,No,1,6,1,0,0
Lorena George,42,1330 Yukon St,Lakewood,CO,80214,365.18,106,No,3,5,1,0,0
Karen Perrault,43,5428 S Idalia Way,Centennial,CO,80015,391.7,104,No,3,8,1,0,0
Roberta Lohr,45,408 Cypress St,Broomfield,CO,80020,300.43,103,No,2,2,1,0,0
Ellen Brilliant,46,6780 E Cedar Ave,Denver,CO,80224,304.25,101,No,2,7,1,0,0
Anna Sheahan,49,4480 S Tennyson St,Denver,CO,80236,340.12,101,No,8,5,1,0,0
Kim Smith,50,4325 Everett St,Wheat Ridge,CO,80033,361.96,107,No,1,7,1,0,0
Neyra Lozano,52,7130 Simms St,Arvada,CO,80004,323.23,103,No,3,3,1,0,0
Estella Bickford,53,4762 E Arkansas Ave,Denver,CO,80222,501.52,100,No,3,3,1,0,0
Sarita Baker,62,8463 Chase St,Arvada,CO,80003,289.99,108,No,4,7,1,0,0
Nicole Smith,66,3928 W 98th Pl,Westminster,CO,80031,326.12,109,No,2,7,1,0,0
Julie Smith,69,4405 S Helena Way,Aurora,CO,80015,334.5,104,No,1,1,1,0,0
Melissa Madsen,83,4442 W 68th Ave,Westminster,CO,80030,482.01,106,No,4,7,1,0,0
Mary Labate,96,57 Garfield St,Denver,CO,80206,352.95,105,No,4,3,1,0,0
Sheila White,101,1137 S Boston Ct,Denver,CO,80247,359.63,100,No,2,6,1,0,0
Randi Howe,107,18343 E Arkansas Ave,Aurora,CO,80017,300.61,100,No,1,1,1,0,0
Yvonne Decuio,127,22302 E Plymouth Cir,Aurora,CO,80016,339.41,102,No,3,4,1,0,0
Christy Wyatt,129,2341 Lafayette St,Denver,CO,80205,511.09,101,No,3,1,1,0,0
Marcella Mascarenas,132,11448 W 68th Way,Arvada,CO,80004,478.11,108,No,4,8,1,0,0
Faith Maes,134,1039 S Parker Rd,Denver,CO,80231,322.38,100,No,1,6,1,0,0
Hing Nach,145,3430 1/2 W Ohio Ave,Denver,CO,80219,443.81,106,No,5,1,1,0,0
Joy Marshall,146,19127 E Milan Cir,Aurora,CO,80013,549.05,104,No,6,4,1,0,0
Tracy Samul,153,2829 S Newark Pl,Aurora,CO,80014,427.92,100,No,6,3,1,0,0
Vanesa Orourke,156,5280 E Caley Ave,Centennial,CO,80121,556.19,100,No,5,8,1,0,0
Cindy Mostek,159,10525 Montview Blvd,Aurora,CO,80010,376.11,105,No,4,4,1,0,0
Kathy Lombardi,164,20 S Allison St,Lakewood,CO,80226,453.29,106,No,5,6,1,0,0
Linda Brady,166,14673 E Atlantic Dr,Aurora,CO,80014,512.47,105,No,4,3,1,0,0
Julie Sundgren,191,7456 E Princeton Ave,Denver,CO,80237,481.23,100,No,6,1,1,0,0
Christa Siegglmead,200,3569 S Nucla St,Aurora,CO,80013,374.32,105,No,4,1,1,0,0
Guadalupe Nevarez,215,1723 S Kline Way,Lakewood,CO,80232,344.82,108,No,3,2,1,0,0
Yumi Kim,217,1623 S Utica St,Denver,CO,80219,309.8,108,No,6,2,1,0,0
Thanh Lacuong,221,8712 Independence Way,Arvada,CO,80005,472.14,103,No,6,8,1,0,0
Laura Givens,223,5102 S Cody Ct,Littleton,CO,80123,283.35,106,No,2,5,1,0,0
Kathleen Mcrae,232,630 Independence St,Lakewood,CO,80215,297.42,106,No,4,7,1,0,0
Tammi Flanagan,234,7620 S Steele St,Centennial,CO,80122,450.46,104,No,6,2,1,0,0
Denise Greer,241,21223 E Lehigh Pl,Aurora,CO,80013,539.61,100,No,5,1,1,0,0
Debra Toney,250,2880 Perry St,Denver,CO,80212,394.05,107,No,4,7,1,0,0
Kelly Tappan,254,4100 Albion St,Denver,CO,80216,350.22,107,No,4,6,1,0,0
Karen Holzer,255,3952 S Carson St,Aurora,CO,80014,450.05,104,No,4,8,1,0,0
Michelle Lopez,262,2137 Zinnia St,Golden,CO,80401,359.37,103,No,4,2,1,0,0
Lori Zarlengo,267,9520 Osceola St,Westminster,CO,80031,363.2,103,No,2,3,1,0,0
Essie Roberts,268,18725 E Linvale Pl,Aurora,CO,80013,294.87,102,No,2,2,1,0,0
Kristie Higa,271,8300 W Mississippi Ave,Lakewood,CO,80226,374.83,107,No,5,6,1,0,0
Jennifer Stoldt,286,3731 Raleigh St,Denver,CO,80212,348.63,107,No,2,1,1,0,0
Laurlne Hopson,287,2312 S Braun Way,Lakewood,CO,80228,396.07,106,No,8,2,1,0,0
Margo Traywick,291,1801 S Quay St,Lakewood,CO,80232,397.71,106,No,5,2,1,0,0
Marie Royval,292,10661 Holland St,Broomfield,CO,80021,310.67,103,No,2,1,1,0,0
Stephanie Welte,306,4359 W Ponds Cir,Littleton,CO,80123,507.33,101,No,5,1,1,0,0
Silvia Ramirez,310,795 Monaco Pkwy,Denver,CO,80220,801.16,105,No,6,3,1,0,0
Lula Duran,314,22560 E Rowland Dr,Aurora,CO,80016,450.93,102,No,3,5,1,0,0
Tiffany Zalikowski,321,9633 E 5th Ave,Denver,CO,80230,143.99,105,Yes,1,1,1,0,0
Andrea Carabetta,326,6700 Garrison St,Arvada,CO,80004,473.71,108,No,4,6,1,0,0
Lisa Roedel,335,5917 S Yakima St,Aurora,CO,80015,433.84,104,No,2,5,1,0,0
Marla Peters,337,323 E 51st Ave,Denver,CO,80216,506.67,101,No,3,2,1,0,0
Asha George,358,11885 W 73rd Dr,Arvada,CO,80005,333.08,108,No,4,8,1,0,0
Jane Webb,363,704 Honeysuckle Pl,Highlands Ranch,CO,80126,297.25,105,No,1,7,1,0,0
Christal Ferrara,366,10931 Kendall Dr,Westminster,CO,80020,316.1,109,No,1,7,1,0,0
Eunices Lynch,377,4565 E Mexico Ave,Denver,CO,80222,339.76,106,No,3,4,1,0,0
Billie Ingram,378,13182 E Kansas Dr,Aurora,CO,80012,455.58,104,No,5,4,1,0,0
Joyce Weiss,386,19409 E Girton Pl,Aurora,CO,80013,354.57,104,No,5,6,1,0,0
Editha Camba,393,6554 Kline St,Arvada,CO,80004,533.2,108,No,6,1,1,0,0
Joanna Foote,394,4124 S Dunkirk Way,Aurora,CO,80013,281.56,104,No,3,8,1,0,0
Retha Hickman,395,6843 Teller Ct,Arvada,CO,80003,542.59,103,No,3,2,1,0,0
Lodoibalda Amarbayasgal,397,2123 S Harlan St,Denver,CO,80227,346.53,101,No,3,4,1,0,0
Kimberly Niven,401,4440 Perry St,Denver,CO,80212,289.55,107,No,3,4,1,0,0
Virginia Bishop,405,18318 E Lake Ave,Aurora,CO,80016,132.24,102,No,1,2,1,0,0
Cynthia Robinson,417,11524 E Kentucky Pl,Aurora,CO,80012,480.98,105,No,6,7,1,0,0
Diana Kannenberg,424,8155 E Fairmount Dr,Denver,CO,80230,400.01,100,No,1,1,1,0,0
Amy Spirk,428,75 S Allison St,Lakewood,CO,80226,423.09,106,No,4,3,1,0,0
Veronica Brunk,447,6076 S Valleyview St,Littleton,CO,80120,352.42,101,No,2,2,1,0,0
Monica Park,452,7271 S Quintero St,Aurora,CO,80016,542.0,102,No,4,4,1,0,0
Jennifer Mahnken,464,8654 W Mississippi Pl,Lakewood,CO,80232,354.04,108,No,4,7,1,0,0
Tessie Ward,476,7420 E Quincy Ave,Denver,CO,80237,330.0,105,No,2,2,1,0,0
Mary Schott,479,8163 W Eastman Pl,Lakewood,CO,80227,543.67,101,No,5,6,1,0,0
Cruz Martinez,480,1532 S Beech St,Lakewood,CO,80228,305.91,101,No,2,3,1,0,0
Margaret Baumann,482,1041 Cottonwood St,Broomfield,CO,80020,359.45,108,No,2,5,1,0,0
Maria Ortiz,485,3110 S Jasper Way,Aurora,CO,80013,356.02,104,No,3,7,1,0,0
Alma Martinez,496,375 S Ursula Way,Aurora,CO,80012,313.8,105,No,2,8,1,0,0
Rebecca Hollingsworth,500,1251 Pennsylvania St,Denver,CO,80203,316.58,106,No,4,4,1,0,0
Janet Overdier,507,18314 E Crestline Cir,Centennial,CO,80015,436.14,102,No,3,5,1,0,0
Ladonna Poindexter,510,5480 Dover Ct,Arvada,CO,80002,503.86,106,No,6,6,1,0,0
Brenda Tustin,524,2100 W 100th Ave,Thornton,CO,80260,551.81,109,No,6,8,1,0,0
Zay Nelson,534,6327 W 93rd Ave,Westminster,CO,80031,455.14,103,No,5,6,1,0,0
Pamela Kleinheksel,543,381 S Ames St,Lakewood,CO,80226,376.91,106,No,2,2,1,0,0
Dianna Blair,546,4700 Dixon Dr,Westminster,CO,80031,387.12,103,No,5,7,1,0,0
Janet Penfold,551,1819 S Idalia St,Aurora,CO,80017,278.81,105,No,3,3,1,0,0
Kedir Abdella,554,4203 S Bahama St,Aurora,CO,80013,333.41,100,No,2,8,1,0,0
Sandra Loya,559,6752 S Dover Cir,Littleton,CO,80128,463.38,101,No,5,3,1,0,0
Petranka Bogoevski,572,14062 E Chenango Dr,Aurora,CO,80015,345.25,104,No,4,1,1,0,0
Marijke Mcnair,574,5441 S Sicily Way,Aurora,CO,80015,490.81,104,No,2,3,1,0,0
Kori Wyckoff,585,10075 W Dartmouth Ave,Lakewood,CO,80227,516.5,106,No,2,5,1,0,0
Marrie Schlaak,593,4244 Sheridan Blvd,Denver,CO,80212,413.64,107,No,7,5,1,0,0
Orrelle Weeks,596,6785 W 52nd Ave,Arvada,CO,80002,482.28,108,No,3,1,1,0,0
Jade Sorget,600,1240 Adams St,Denver,CO,80206,278.78,100,No,3,4,1,0,0
Natalie Fransua,605,10564 Carmela Ln,Northglenn,CO,80234,428.46,103,No,5,4,1,0,0
Terri Desandre,608,4099 Field Dr,Wheat Ridge,CO,80033,546.74,107,No,5,3,1,0,0
Caroline Hill,611,2916 W 25th Ave,Denver,CO,80211,396.71,106,No,4,6,1,0,0
Sandra Garcia,614,5840 Newport St,Commerce City,CO,80022,300.0,107,No,4,3,1,0,0
Janet Hanson,619,9124 Rampart St,Denver,CO,80260,492.59,109,No,5,6,1,0,0
Lacey Skalsky,629,931 S Troy St,Aurora,CO,80012,413.74,105,No,5,8,1,0,0
Virginia Jorgensen,631,2227 S Lima Ct,Aurora,CO,80014,341.3,104,No,3,7,1,0,0
Victoria Gibbs,632,19936 E Stanford Dr,Centennial,CO,80015,280.39,100,No,2,7,1,0,0
Michelle Kenrick,636,1401 Wewatta St,Denver,CO,80202,417.93,107,No,4,4,1,0,0
Gladys Plude,638,90 Corona St,Denver,CO,80218,448.18,104,No,5,8,1,0,0
Maria Tabuyo,653,4001 S Bellaire St,Englewood,CO,80113,483.27,100,No,2,7,1,0,0
Kara Hendricks,663,8141 Raleigh Pl,Westminster,CO,80031,433.66,103,No,4,1,1,0,0
Laura Kozarek,665,8463 Everett Way,Arvada,CO,80005,411.84,103,No,3,8,1,0,0
Laura Mccormick,666,6480 Newcombe Ct,Arvada,CO,80004,326.08,103,No,4,6,1,0,0
Gabrielle Hilburn,672,1423 Tennyson St,Denver,CO,80204,540.68,107,No,6,6,1,0,0
Kathleen Rice,685,1342 S Race St,Denver,CO,80210,513.94,105,No,4,7,1,0,0
Tomasa Macias,689,10346 Hunterwood Way,Highlands Ranch,CO,80130,397.05,101,No,4,8,1,0,0
Esther Enyart,695,13252 E Virginia Pl,Aurora,CO,80012,292.98,105,No,2,1,1,0,0
Rachel Gorton,722,2752 S Webster St,Denver,CO,80227,281.13,106,No,1,5,1,0,0
Sheryl Powell,736,795 Harlan St,Lakewood,CO,80214,309.62,101,No,1,1,1,0,0
Karina Ortiz,746,3308 S Newcombe Ct,Lakewood,CO,80227,326.77,107,No,6,2,1,0,0
Caitlin Cash,749,18133 E Loyola Pl,Aurora,CO,80013,442.61,104,No,5,8,1,0,0
Sheryl Rahmani,753,1577 S Ogden St,Denver,CO,80210,534.97,101,No,5,5,1,0,0
Linda Meyer,757,6094 Hoyt Ct,Arvada,CO,80004,278.75,109,No,2,2,1,0,0
Shay Tande,759,3193 S Fairplay St,Aurora,CO,80014,477.18,104,No,7,6,1,0,0
Lea Fowler,760,4855 Washington St,Denver,CO,80216,360.69,108,No,3,8,1,0,0
Petra Valdez,767,7615 Turner Dr,Denver,CO,80221,394.37,106,No,4,1,1,0,0
Kathy Sander,773,6779 Quay St,Arvada,CO,80003,345.06,106,No,3,1,1,0,0
Paula Martinez,792,2870 S Richfield Way,Aurora,CO,80013,404.43,104,No,4,2,1,0,0
Lavonne Britton,796,207 Ingalls St,Lakewood,CO,80226,281.32,101,No,3,6,1,0,0
Arlinda Gilbert,797,10000 E Alameda Ave,Denver,CO,80247,446.09,100,No,6,8,1,0,0
E Schmidt,799,5243 W Iliff Dr,Lakewood,CO,80227,533.0,101,No,5,5,1,0,0
Rose Emgarten,800,8185 E Lowry Blvd,Denver,CO,80230,278.35,100,No,2,4,1,0,0
Hannah Schmidt,804,2001 Lincoln St,Denver,CO,80202,423.47,103,No,3,3,1,0,0
Linda Ariki,813,3456 W 8th Ave,Denver,CO,80204,305.08,101,No,1,8,1,0,0
Nan Sadler,816,679 S Reed Ct,Lakewood,CO,80226,288.86,106,No,1,2,1,0,0
Kristan Peirce,819,2609 Ingalls St,Edgewater,CO,80214,405.24,107,No,3,8,1,0,0
Maureen Baker,824,12621 W Alameda Dr,Lakewood,CO,80228,488.62,106,No,6,5,1,0,0
Angela Watson,826,22038 E Irish Dr,Aurora,CO,80016,340.13,102,No,4,1,1,0,0
Grail Kister,829,6370 W 38th Ave,Wheat Ridge,CO,80033,435.84,106,No,3,2,1,0,0
Rebecca Trevizo,831,12883 W Alameda Dr,Lakewood,CO,80228,423.32,106,No,3,8,1,0,0
Patricia Byers,840,103 Garland Dr,Northglenn,CO,80233,378.13,107,No,5,2,1,0,0
Carissa Westerfield,846,12764 E Asbury Cir,Aurora,CO,80014,348.05,105,No,1,4,1,0,0
Janet Tischer,874,9262 Cody Ln,Broomfield,CO,80021,290.52,103,No,3,7,1,0,0
Arlene Leavitt,875,480 Alex Ct,Castle Pines,CO,80108,286.45,102,No,3,6,1,0,0
Shawn Mccormick,877,1015 S Jellison St,Lakewood,CO,80226,338.09,106,No,3,5,1,0,0
Jenni Hoffman,888,6108 S Killarney Dr,Centennial,CO,80016,404.86,102,No,4,8,1,0,0
Jackelyn Blasdel,890,5676 W 71st Pl,Arvada,CO,80003,498.35,100,No,7,4,1,0,0
Brenda Konakis,893,74 Julian St,Denver,CO,80219,389.52,100,No,3,6,1,0,0
Jeannie Macadam,895,1851 S Norfolk St,Aurora,CO,80017,449.02,105,No,6,4,1,0,0
Mia Maes-Tapparo,896,5475 S Tibet St,Aurora,CO,80015,322.03,105,No,7,4,1,0,0
Monica Zaragoza,899,5875 E Iliff Ave,Denver,CO,80222,399.31,100,No,5,8,1,0,0
Jackie Odonnell,901,1496 S Ash St,Denver,CO,80222,377.91,105,No,4,1,1,0,0
J Oelpjenbruns,904,12695 E Pacific Cir,Aurora,CO,80014,283.73,105,No,1,5,1,0,0
Renata Higgins,911,2067 S Uravan St,Aurora,CO,80013,377.16,100,No,4,8,1,0,0
Dina Fiftal,919,3663 S Sheridan Blvd,Denver,CO,80235,516.56,107,No,4,1,1,0,0
Minnie Peterson,923,1116 W 13th Ave,Denver,CO,80204,322.8,103,No,2,1,1,0,0
Alice Cavanaugh,925,959 S Johnson St,Lakewood,CO,80226,311.84,108,No,2,7,1,0,0
